case ,event,time
Case10.8,e,2010/11/9 20:10
Case10.8,h,2010/11/9 20:11
Case10.7,a,2010/11/9 20:03
Case10.7,c,2010/11/9 20:04
Case10.7,d,2010/11/9 20:05
Case10.7,e,2010/11/9 20:06
Case10.7,f,2010/11/9 20:07
Case10.7,b,2010/11/9 20:08
Case10.7,d,2010/11/9 20:09
Case10.7,e,2010/11/9 20:10
Case10.7,h,2010/11/9 20:11
Case10.6,a,2010/11/9 20:03
Case10.6,c,2010/11/9 20:04
Case10.6,d,2010/11/9 20:05
Case10.6,e,2010/11/9 20:06
Case10.6,f,2010/11/9 20:07
Case10.6,b,2010/11/9 20:08
Case10.6,d,2010/11/9 20:09
Case10.6,e,2010/11/9 20:10
Case10.6,h,2010/11/9 20:11
Case6.76,a,2010/11/9 20:03
Case6.76,d,2010/11/9 20:04
Case6.76,c,2010/11/9 20:05
Case6.76,e,2010/11/9 20:06
Case6.76,g,2010/11/9 20:07
376,a,2010/11/9 20:03
376,c,2010/11/9 20:04
376,d,2010/11/9 20:05
376,e,2010/11/9 20:06
376,h,2010/11/9 20:07
Case6.77,a,2010/11/9 20:03
Case6.77,d,2010/11/9 20:04
Case6.77,c,2010/11/9 20:05
Case6.77,e,2010/11/9 20:06
Case6.77,g,2010/11/9 20:07
377,a,2010/11/9 20:03
377,c,2010/11/9 20:04
377,d,2010/11/9 20:05
377,e,2010/11/9 20:06
377,h,2010/11/9 20:07
Case6.78,a,2010/11/9 20:03
Case6.78,d,2010/11/9 20:04
Case6.78,c,2010/11/9 20:05
Case6.78,e,2010/11/9 20:06
Case6.78,g,2010/11/9 20:07
378,a,2010/11/9 20:03
378,c,2010/11/9 20:04
378,d,2010/11/9 20:05
378,e,2010/11/9 20:06
378,h,2010/11/9 20:07
Case6.79,a,2010/11/9 20:03
Case6.79,d,2010/11/9 20:04
Case6.79,c,2010/11/9 20:05
Case6.79,e,2010/11/9 20:06
Case6.79,g,2010/11/9 20:07
379,a,2010/11/9 20:03
379,c,2010/11/9 20:04
379,d,2010/11/9 20:05
379,e,2010/11/9 20:06
379,h,2010/11/9 20:07
Case6.72,a,2010/11/9 20:03
Case6.72,d,2010/11/9 20:04
Case6.72,c,2010/11/9 20:05
Case6.72,e,2010/11/9 20:06
Case6.72,g,2010/11/9 20:07
Case6.73,a,2010/11/9 20:03
Case6.73,d,2010/11/9 20:04
Case6.73,c,2010/11/9 20:05
Case6.73,e,2010/11/9 20:06
Case6.73,g,2010/11/9 20:07
Case6.74,a,2010/11/9 20:03
Case6.74,d,2010/11/9 20:04
Case6.74,c,2010/11/9 20:05
Case6.74,e,2010/11/9 20:06
Case6.74,g,2010/11/9 20:07
Case6.75,a,2010/11/9 20:03
Case6.75,d,2010/11/9 20:04
Case6.75,c,2010/11/9 20:05
Case6.75,e,2010/11/9 20:06
Case6.75,g,2010/11/9 20:07
370,a,2010/11/9 20:03
370,c,2010/11/9 20:04
370,d,2010/11/9 20:05
370,e,2010/11/9 20:06
370,h,2010/11/9 20:07
371,a,2010/11/9 20:03
371,c,2010/11/9 20:04
371,d,2010/11/9 20:05
371,e,2010/11/9 20:06
371,h,2010/11/9 20:07
372,a,2010/11/9 20:03
372,c,2010/11/9 20:04
372,d,2010/11/9 20:05
372,e,2010/11/9 20:06
372,h,2010/11/9 20:07
373,a,2010/11/9 20:03
373,c,2010/11/9 20:04
373,d,2010/11/9 20:05
373,e,2010/11/9 20:06
373,h,2010/11/9 20:07
374,a,2010/11/9 20:03
374,c,2010/11/9 20:04
374,d,2010/11/9 20:05
374,e,2010/11/9 20:06
374,h,2010/11/9 20:07
375,a,2010/11/9 20:03
375,c,2010/11/9 20:04
375,d,2010/11/9 20:05
375,e,2010/11/9 20:06
375,h,2010/11/9 20:07
Case6.80,a,2010/11/9 20:03
Case6.80,d,2010/11/9 20:04
Case6.80,c,2010/11/9 20:05
Case6.80,e,2010/11/9 20:06
Case6.80,g,2010/11/9 20:07
Case6.81,a,2010/11/9 20:03
Case6.81,d,2010/11/9 20:04
Case6.81,c,2010/11/9 20:05
Case6.81,e,2010/11/9 20:06
Case6.81,g,2010/11/9 20:07
Case19.0,a,2010/11/9 20:03
Case19.0,d,2010/11/9 20:04
Case19.0,c,2010/11/9 20:05
Case19.0,e,2010/11/9 20:06
Case19.0,f,2010/11/9 20:07
Case19.0,d,2010/11/9 20:08
Case19.0,b,2010/11/9 20:09
Case19.0,e,2010/11/9 20:10
Case19.0,f,2010/11/9 20:11
Case19.0,b,2010/11/9 20:12
Case19.0,d,2010/11/9 20:13
Case19.0,e,2010/11/9 20:14
Case19.0,h,2010/11/9 20:15
Case15.0,a,2010/11/9 20:03
Case15.0,d,2010/11/9 20:04
Case15.0,c,2010/11/9 20:05
Case15.0,e,2010/11/9 20:06
Case15.0,f,2010/11/9 20:07
Case15.0,b,2010/11/9 20:08
Case15.0,d,2010/11/9 20:09
Case15.0,e,2010/11/9 20:10
Case15.0,g,2010/11/9 20:11
Case5.33,a,2010/11/9 20:03
Case5.33,c,2010/11/9 20:04
Case5.33,d,2010/11/9 20:05
Case5.33,e,2010/11/9 20:06
Case5.33,g,2010/11/9 20:07
Case5.34,a,2010/11/9 20:03
Case5.34,c,2010/11/9 20:04
Case5.34,d,2010/11/9 20:05
Case5.34,e,2010/11/9 20:06
Case5.34,g,2010/11/9 20:07
Case5.31,a,2010/11/9 20:03
Case5.31,c,2010/11/9 20:04
Case5.31,d,2010/11/9 20:05
Case5.31,e,2010/11/9 20:06
Case5.31,g,2010/11/9 20:07
Case5.32,a,2010/11/9 20:03
Case5.32,c,2010/11/9 20:04
Case5.32,d,2010/11/9 20:05
Case5.32,e,2010/11/9 20:06
Case5.32,g,2010/11/9 20:07
Case15.4,a,2010/11/9 20:03
Case15.4,d,2010/11/9 20:04
Case15.4,c,2010/11/9 20:05
Case15.4,e,2010/11/9 20:06
Case15.4,f,2010/11/9 20:07
Case15.4,b,2010/11/9 20:08
Case15.4,d,2010/11/9 20:09
Case15.4,e,2010/11/9 20:10
Case15.4,g,2010/11/9 20:11
Case15.3,a,2010/11/9 20:03
Case15.3,d,2010/11/9 20:04
Case15.3,c,2010/11/9 20:05
Case15.3,e,2010/11/9 20:06
Case15.3,f,2010/11/9 20:07
Case15.3,b,2010/11/9 20:08
Case15.3,d,2010/11/9 20:09
Case15.3,e,2010/11/9 20:10
Case15.3,g,2010/11/9 20:11
Case5.30,a,2010/11/9 20:03
Case5.30,c,2010/11/9 20:04
Case5.30,d,2010/11/9 20:05
Case5.30,e,2010/11/9 20:06
Case5.30,g,2010/11/9 20:07
Case15.2,a,2010/11/9 20:03
Case15.2,d,2010/11/9 20:04
Case15.2,c,2010/11/9 20:05
Case15.2,e,2010/11/9 20:06
Case15.2,f,2010/11/9 20:07
Case15.2,b,2010/11/9 20:08
Case15.2,d,2010/11/9 20:09
Case15.2,e,2010/11/9 20:10
Case15.2,g,2010/11/9 20:11
Case15.1,a,2010/11/9 20:03
Case15.1,d,2010/11/9 20:04
Case15.1,c,2010/11/9 20:05
Case15.1,e,2010/11/9 20:06
Case15.1,f,2010/11/9 20:07
Case15.1,b,2010/11/9 20:08
Case15.1,d,2010/11/9 20:09
Case15.1,e,2010/11/9 20:10
Case15.1,g,2010/11/9 20:11
Case5.39,a,2010/11/9 20:03
Case5.39,c,2010/11/9 20:04
Case5.39,d,2010/11/9 20:05
Case5.39,e,2010/11/9 20:06
Case5.39,g,2010/11/9 20:07
Case5.37,a,2010/11/9 20:03
Case5.37,c,2010/11/9 20:04
Case5.37,d,2010/11/9 20:05
Case5.37,e,2010/11/9 20:06
Case5.37,g,2010/11/9 20:07
Case5.38,a,2010/11/9 20:03
Case5.38,c,2010/11/9 20:04
Case5.38,d,2010/11/9 20:05
Case5.38,e,2010/11/9 20:06
Case5.38,g,2010/11/9 20:07
Case5.35,a,2010/11/9 20:03
Case5.35,c,2010/11/9 20:04
Case5.35,d,2010/11/9 20:05
Case5.35,e,2010/11/9 20:06
Case5.35,g,2010/11/9 20:07
Case5.36,a,2010/11/9 20:03
Case5.36,c,2010/11/9 20:04
Case5.36,d,2010/11/9 20:05
Case5.36,e,2010/11/9 20:06
Case5.36,g,2010/11/9 20:07
Case11.1,a,2010/11/9 20:03
Case11.1,c,2010/11/9 20:04
Case11.1,d,2010/11/9 20:05
Case11.1,e,2010/11/9 20:06
Case11.1,f,2010/11/9 20:07
Case11.1,b,2010/11/9 20:08
Case11.1,d,2010/11/9 20:09
Case11.1,e,2010/11/9 20:10
Case11.1,g,2010/11/9 20:11
Case11.2,a,2010/11/9 20:03
Case11.2,c,2010/11/9 20:04
Case11.2,d,2010/11/9 20:05
Case11.2,e,2010/11/9 20:06
Case11.2,f,2010/11/9 20:07
Case11.2,b,2010/11/9 20:08
Case11.2,d,2010/11/9 20:09
Case11.2,e,2010/11/9 20:10
Case11.2,g,2010/11/9 20:11
Case11.3,a,2010/11/9 20:03
Case11.3,c,2010/11/9 20:04
Case11.3,d,2010/11/9 20:05
Case11.3,e,2010/11/9 20:06
Case11.3,f,2010/11/9 20:07
Case11.3,b,2010/11/9 20:08
Case11.3,d,2010/11/9 20:09
Case11.3,e,2010/11/9 20:10
Case11.3,g,2010/11/9 20:11
Case11.4,a,2010/11/9 20:03
Case11.4,c,2010/11/9 20:04
Case11.4,d,2010/11/9 20:05
Case11.4,e,2010/11/9 20:06
Case11.4,f,2010/11/9 20:07
Case11.4,b,2010/11/9 20:08
Case11.4,d,2010/11/9 20:09
Case11.4,e,2010/11/9 20:10
Case11.4,g,2010/11/9 20:11
Case11.5,a,2010/11/9 20:03
Case11.5,c,2010/11/9 20:04
Case11.5,d,2010/11/9 20:05
Case11.5,e,2010/11/9 20:06
Case11.5,f,2010/11/9 20:07
Case11.5,b,2010/11/9 20:08
Case11.5,d,2010/11/9 20:09
Case11.5,e,2010/11/9 20:10
Case11.5,g,2010/11/9 20:11
Case11.6,a,2010/11/9 20:03
Case11.6,c,2010/11/9 20:04
Case11.6,d,2010/11/9 20:05
Case11.6,e,2010/11/9 20:06
Case11.6,f,2010/11/9 20:07
Case11.6,b,2010/11/9 20:08
Case11.6,d,2010/11/9 20:09
Case11.6,e,2010/11/9 20:10
Case11.6,g,2010/11/9 20:11
Case11.7,a,2010/11/9 20:03
Case11.7,c,2010/11/9 20:04
Case11.7,d,2010/11/9 20:05
Case11.7,e,2010/11/9 20:06
Case11.7,f,2010/11/9 20:07
Case11.7,b,2010/11/9 20:08
Case11.7,d,2010/11/9 20:09
Case11.7,e,2010/11/9 20:10
Case11.7,g,2010/11/9 20:11
Case11.8,a,2010/11/9 20:03
Case11.8,c,2010/11/9 20:04
Case11.8,d,2010/11/9 20:05
Case11.8,e,2010/11/9 20:06
Case11.8,f,2010/11/9 20:07
Case11.8,b,2010/11/9 20:08
Case11.8,d,2010/11/9 20:09
Case11.8,e,2010/11/9 20:10
Case11.8,g,2010/11/9 20:11
Case11.9,a,2010/11/9 20:03
Case11.9,c,2010/11/9 20:04
Case11.9,d,2010/11/9 20:05
Case11.9,e,2010/11/9 20:06
Case11.9,f,2010/11/9 20:07
Case11.9,b,2010/11/9 20:08
Case11.9,d,2010/11/9 20:09
Case11.9,e,2010/11/9 20:10
Case11.9,g,2010/11/9 20:11
Case5.42,a,2010/11/9 20:03
Case5.42,c,2010/11/9 20:04
Case5.42,d,2010/11/9 20:05
Case5.42,e,2010/11/9 20:06
Case5.42,g,2010/11/9 20:07
Case5.43,a,2010/11/9 20:03
Case5.43,c,2010/11/9 20:04
Case5.43,d,2010/11/9 20:05
Case5.43,e,2010/11/9 20:06
Case5.43,g,2010/11/9 20:07
Case5.44,a,2010/11/9 20:03
Case5.44,c,2010/11/9 20:04
Case5.44,d,2010/11/9 20:05
Case5.44,e,2010/11/9 20:06
Case5.44,g,2010/11/9 20:07
Case5.45,a,2010/11/9 20:03
Case5.45,c,2010/11/9 20:04
Case5.45,d,2010/11/9 20:05
Case5.45,e,2010/11/9 20:06
Case5.45,g,2010/11/9 20:07
Case5.40,a,2010/11/9 20:03
Case5.40,c,2010/11/9 20:04
Case5.40,d,2010/11/9 20:05
Case5.40,e,2010/11/9 20:06
Case5.40,g,2010/11/9 20:07
Case5.41,a,2010/11/9 20:03
Case5.41,c,2010/11/9 20:04
Case5.41,d,2010/11/9 20:05
Case5.41,e,2010/11/9 20:06
Case5.41,g,2010/11/9 20:07
Case5.46,a,2010/11/9 20:03
Case5.46,c,2010/11/9 20:04
Case5.46,d,2010/11/9 20:05
Case5.46,e,2010/11/9 20:06
Case5.46,g,2010/11/9 20:07
Case5.47,a,2010/11/9 20:03
Case5.47,c,2010/11/9 20:04
Case5.47,d,2010/11/9 20:05
Case5.47,e,2010/11/9 20:06
Case5.47,g,2010/11/9 20:07
Case11.0,a,2010/11/9 20:03
Case11.0,c,2010/11/9 20:04
Case11.0,d,2010/11/9 20:05
Case11.0,e,2010/11/9 20:06
Case11.0,f,2010/11/9 20:07
Case11.0,b,2010/11/9 20:08
Case11.0,d,2010/11/9 20:09
Case11.0,e,2010/11/9 20:10
Case11.0,g,2010/11/9 20:11
Case5.48,a,2010/11/9 20:03
Case5.48,c,2010/11/9 20:04
Case5.48,d,2010/11/9 20:05
Case5.48,e,2010/11/9 20:06
Case5.48,g,2010/11/9 20:07
Case5.49,a,2010/11/9 20:03
Case5.49,c,2010/11/9 20:04
Case5.49,d,2010/11/9 20:05
Case5.49,e,2010/11/9 20:06
Case5.49,g,2010/11/9 20:07
Case9.4,a,2010/11/9 20:03
Case9.4,d,2010/11/9 20:04
Case9.4,b,2010/11/9 20:05
Case9.4,e,2010/11/9 20:06
Case9.4,g,2010/11/9 20:07
Case9.5,a,2010/11/9 20:03
Case9.5,d,2010/11/9 20:04
Case9.5,b,2010/11/9 20:05
Case9.5,e,2010/11/9 20:06
Case9.5,g,2010/11/9 20:07
Case9.2,a,2010/11/9 20:03
Case9.2,d,2010/11/9 20:04
Case9.2,b,2010/11/9 20:05
Case9.2,e,2010/11/9 20:06
Case9.2,g,2010/11/9 20:07
Case9.3,a,2010/11/9 20:03
Case9.3,d,2010/11/9 20:04
Case9.3,b,2010/11/9 20:05
Case9.3,e,2010/11/9 20:06
Case9.3,g,2010/11/9 20:07
Case9.8,a,2010/11/9 20:03
Case9.8,d,2010/11/9 20:04
Case9.8,b,2010/11/9 20:05
Case9.8,e,2010/11/9 20:06
Case9.8,g,2010/11/9 20:07
Case7.2,a,2010/11/9 20:03
Case7.2,d,2010/11/9 20:04
Case7.2,b,2010/11/9 20:05
Case7.2,e,2010/11/9 20:06
Case7.2,h,2010/11/9 20:07
Case9.9,a,2010/11/9 20:03
Case9.9,d,2010/11/9 20:04
Case9.9,b,2010/11/9 20:05
Case9.9,e,2010/11/9 20:06
Case9.9,g,2010/11/9 20:07
Case7.3,a,2010/11/9 20:03
Case7.3,d,2010/11/9 20:04
Case7.3,b,2010/11/9 20:05
Case7.3,e,2010/11/9 20:06
Case7.3,h,2010/11/9 20:07
Case9.6,a,2010/11/9 20:03
Case9.6,d,2010/11/9 20:04
Case9.6,b,2010/11/9 20:05
Case9.6,e,2010/11/9 20:06
Case9.6,g,2010/11/9 20:07
Case7.0,a,2010/11/9 20:03
Case7.0,d,2010/11/9 20:04
Case7.0,b,2010/11/9 20:05
Case7.0,e,2010/11/9 20:06
Case7.0,h,2010/11/9 20:07
Case9.7,a,2010/11/9 20:03
Case9.7,d,2010/11/9 20:04
Case9.7,b,2010/11/9 20:05
Case9.7,e,2010/11/9 20:06
Case9.7,g,2010/11/9 20:07
Case7.1,a,2010/11/9 20:03
Case7.1,d,2010/11/9 20:04
Case7.1,b,2010/11/9 20:05
Case7.1,e,2010/11/9 20:06
Case7.1,h,2010/11/9 20:07
Case5.11,a,2010/11/9 20:03
Case5.11,c,2010/11/9 20:04
Case5.11,d,2010/11/9 20:05
Case5.11,e,2010/11/9 20:06
Case5.11,g,2010/11/9 20:07
Case5.12,a,2010/11/9 20:03
Case5.12,c,2010/11/9 20:04
Case5.12,d,2010/11/9 20:05
Case5.12,e,2010/11/9 20:06
Case5.12,g,2010/11/9 20:07
Case5.10,a,2010/11/9 20:03
Case5.10,c,2010/11/9 20:04
Case5.10,d,2010/11/9 20:05
Case5.10,e,2010/11/9 20:06
Case5.10,g,2010/11/9 20:07
Case11.11,a,2010/11/9 20:03
Case11.11,c,2010/11/9 20:04
Case11.11,d,2010/11/9 20:05
Case11.11,e,2010/11/9 20:06
Case11.11,f,2010/11/9 20:07
Case11.11,b,2010/11/9 20:08
Case11.11,d,2010/11/9 20:09
Case11.11,e,2010/11/9 20:10
Case11.11,g,2010/11/9 20:11
Case7.7,a,2010/11/9 20:03
Case7.7,d,2010/11/9 20:04
Case7.7,b,2010/11/9 20:05
Case7.7,e,2010/11/9 20:06
Case7.7,h,2010/11/9 20:07
Case5.15,a,2010/11/9 20:03
Case5.15,c,2010/11/9 20:04
Case5.15,d,2010/11/9 20:05
Case5.15,e,2010/11/9 20:06
Case5.15,g,2010/11/9 20:07
Case11.10,a,2010/11/9 20:03
Case11.10,c,2010/11/9 20:04
Case11.10,d,2010/11/9 20:05
Case11.10,e,2010/11/9 20:06
Case11.10,f,2010/11/9 20:07
Case11.10,b,2010/11/9 20:08
Case11.10,d,2010/11/9 20:09
Case11.10,e,2010/11/9 20:10
Case11.10,g,2010/11/9 20:11
Case7.6,a,2010/11/9 20:03
Case7.6,d,2010/11/9 20:04
Case7.6,b,2010/11/9 20:05
Case7.6,e,2010/11/9 20:06
Case7.6,h,2010/11/9 20:07
Case5.16,a,2010/11/9 20:03
Case5.16,c,2010/11/9 20:04
Case5.16,d,2010/11/9 20:05
Case5.16,e,2010/11/9 20:06
Case5.16,g,2010/11/9 20:07
Case11.13,a,2010/11/9 20:03
Case11.13,c,2010/11/9 20:04
Case11.13,d,2010/11/9 20:05
Case11.13,e,2010/11/9 20:06
Case11.13,f,2010/11/9 20:07
Case11.13,b,2010/11/9 20:08
Case11.13,d,2010/11/9 20:09
Case11.13,e,2010/11/9 20:10
Case11.13,g,2010/11/9 20:11
Case7.5,a,2010/11/9 20:03
Case7.5,d,2010/11/9 20:04
Case7.5,b,2010/11/9 20:05
Case7.5,e,2010/11/9 20:06
Case7.5,h,2010/11/9 20:07
Case5.13,a,2010/11/9 20:03
Case5.13,c,2010/11/9 20:04
Case5.13,d,2010/11/9 20:05
Case5.13,e,2010/11/9 20:06
Case5.13,g,2010/11/9 20:07
Case11.12,a,2010/11/9 20:03
Case11.12,c,2010/11/9 20:04
Case11.12,d,2010/11/9 20:05
Case11.12,e,2010/11/9 20:06
Case11.12,f,2010/11/9 20:07
Case11.12,b,2010/11/9 20:08
Case11.12,d,2010/11/9 20:09
Case11.12,e,2010/11/9 20:10
Case11.12,g,2010/11/9 20:11
Case7.4,a,2010/11/9 20:03
Case7.4,d,2010/11/9 20:04
Case7.4,b,2010/11/9 20:05
Case7.4,e,2010/11/9 20:06
Case7.4,h,2010/11/9 20:07
Case5.14,a,2010/11/9 20:03
Case5.14,c,2010/11/9 20:04
Case5.14,d,2010/11/9 20:05
Case5.14,e,2010/11/9 20:06
Case5.14,g,2010/11/9 20:07
Case9.1,a,2010/11/9 20:03
Case9.1,d,2010/11/9 20:04
Case9.1,b,2010/11/9 20:05
Case9.1,e,2010/11/9 20:06
Case9.1,g,2010/11/9 20:07
Case5.19,a,2010/11/9 20:03
Case5.19,c,2010/11/9 20:04
Case5.19,d,2010/11/9 20:05
Case5.19,e,2010/11/9 20:06
Case5.19,g,2010/11/9 20:07
Case9.0,a,2010/11/9 20:03
Case9.0,d,2010/11/9 20:04
Case9.0,b,2010/11/9 20:05
Case9.0,e,2010/11/9 20:06
Case9.0,g,2010/11/9 20:07
Case7.9,a,2010/11/9 20:03
Case7.9,d,2010/11/9 20:04
Case7.9,b,2010/11/9 20:05
Case7.9,e,2010/11/9 20:06
Case7.9,h,2010/11/9 20:07
Case5.17,a,2010/11/9 20:03
Case5.17,c,2010/11/9 20:04
Case5.17,d,2010/11/9 20:05
Case5.17,e,2010/11/9 20:06
Case5.17,g,2010/11/9 20:07
Case7.8,a,2010/11/9 20:03
Case7.8,d,2010/11/9 20:04
Case7.8,b,2010/11/9 20:05
Case7.8,e,2010/11/9 20:06
Case7.8,h,2010/11/9 20:07
Case5.18,a,2010/11/9 20:03
Case5.18,c,2010/11/9 20:04
Case5.18,d,2010/11/9 20:05
Case5.18,e,2010/11/9 20:06
Case5.18,g,2010/11/9 20:07
Case3.8,a,2010/11/9 20:03
Case3.8,d,2010/11/9 20:04
Case3.8,c,2010/11/9 20:05
Case3.8,e,2010/11/9 20:06
Case3.8,h,2010/11/9 20:07
Case3.9,a,2010/11/9 20:03
Case3.9,d,2010/11/9 20:04
Case3.9,c,2010/11/9 20:05
Case3.9,e,2010/11/9 20:06
Case3.9,h,2010/11/9 20:07
Case5.0,a,2010/11/9 20:03
Case5.0,c,2010/11/9 20:04
Case5.0,d,2010/11/9 20:05
Case5.0,e,2010/11/9 20:06
Case5.0,g,2010/11/9 20:07
Case5.1,a,2010/11/9 20:03
Case5.1,c,2010/11/9 20:04
Case5.1,d,2010/11/9 20:05
Case5.1,e,2010/11/9 20:06
Case5.1,g,2010/11/9 20:07
Case5.2,a,2010/11/9 20:03
Case5.2,c,2010/11/9 20:04
Case5.2,d,2010/11/9 20:05
Case5.2,e,2010/11/9 20:06
Case5.2,g,2010/11/9 20:07
Case5.3,a,2010/11/9 20:03
Case5.3,c,2010/11/9 20:04
Case5.3,d,2010/11/9 20:05
Case5.3,e,2010/11/9 20:06
Case5.3,g,2010/11/9 20:07
Case5.4,a,2010/11/9 20:03
Case5.4,c,2010/11/9 20:04
Case5.4,d,2010/11/9 20:05
Case5.4,e,2010/11/9 20:06
Case5.4,g,2010/11/9 20:07
Case5.5,a,2010/11/9 20:03
Case5.5,c,2010/11/9 20:04
Case5.5,d,2010/11/9 20:05
Case5.5,e,2010/11/9 20:06
Case5.5,g,2010/11/9 20:07
Case5.7,a,2010/11/9 20:03
Case5.7,c,2010/11/9 20:04
Case5.7,d,2010/11/9 20:05
Case5.7,e,2010/11/9 20:06
Case5.7,g,2010/11/9 20:07
Case3.1,a,2010/11/9 20:03
Case3.1,d,2010/11/9 20:04
Case3.1,c,2010/11/9 20:05
Case3.1,e,2010/11/9 20:06
Case3.1,h,2010/11/9 20:07
Case5.6,a,2010/11/9 20:03
Case5.6,c,2010/11/9 20:04
Case5.6,d,2010/11/9 20:05
Case5.6,e,2010/11/9 20:06
Case5.6,g,2010/11/9 20:07
Case3.0,a,2010/11/9 20:03
Case3.0,d,2010/11/9 20:04
Case3.0,c,2010/11/9 20:05
Case3.0,e,2010/11/9 20:06
Case3.0,h,2010/11/9 20:07
Case5.9,a,2010/11/9 20:03
Case5.9,c,2010/11/9 20:04
Case5.9,d,2010/11/9 20:05
Case5.9,e,2010/11/9 20:06
Case5.9,g,2010/11/9 20:07
Case3.3,a,2010/11/9 20:03
Case3.3,d,2010/11/9 20:04
Case3.3,c,2010/11/9 20:05
Case3.3,e,2010/11/9 20:06
Case3.3,h,2010/11/9 20:07
Case5.8,a,2010/11/9 20:03
Case5.8,c,2010/11/9 20:04
Case5.8,d,2010/11/9 20:05
Case5.8,e,2010/11/9 20:06
Case5.8,g,2010/11/9 20:07
Case3.2,a,2010/11/9 20:03
Case3.2,d,2010/11/9 20:04
Case3.2,c,2010/11/9 20:05
Case3.2,e,2010/11/9 20:06
Case3.2,h,2010/11/9 20:07
Case5.20,a,2010/11/9 20:03
Case5.20,c,2010/11/9 20:04
Case5.20,d,2010/11/9 20:05
Case5.20,e,2010/11/9 20:06
Case5.20,g,2010/11/9 20:07
Case3.5,a,2010/11/9 20:03
Case3.5,d,2010/11/9 20:04
Case3.5,c,2010/11/9 20:05
Case3.5,e,2010/11/9 20:06
Case3.5,h,2010/11/9 20:07
Case5.21,a,2010/11/9 20:03
Case5.21,c,2010/11/9 20:04
Case5.21,d,2010/11/9 20:05
Case5.21,e,2010/11/9 20:06
Case5.21,g,2010/11/9 20:07
Case3.4,a,2010/11/9 20:03
Case3.4,d,2010/11/9 20:04
Case3.4,c,2010/11/9 20:05
Case3.4,e,2010/11/9 20:06
Case3.4,h,2010/11/9 20:07
Case5.22,a,2010/11/9 20:03
Case5.22,c,2010/11/9 20:04
Case5.22,d,2010/11/9 20:05
Case5.22,e,2010/11/9 20:06
Case5.22,g,2010/11/9 20:07
Case3.7,a,2010/11/9 20:03
Case3.7,d,2010/11/9 20:04
Case3.7,c,2010/11/9 20:05
Case3.7,e,2010/11/9 20:06
Case3.7,h,2010/11/9 20:07
Case5.23,a,2010/11/9 20:03
Case5.23,c,2010/11/9 20:04
Case5.23,d,2010/11/9 20:05
Case5.23,e,2010/11/9 20:06
Case5.23,g,2010/11/9 20:07
Case3.6,a,2010/11/9 20:03
Case3.6,d,2010/11/9 20:04
Case3.6,c,2010/11/9 20:05
Case3.6,e,2010/11/9 20:06
Case3.6,h,2010/11/9 20:07
Case5.24,a,2010/11/9 20:03
Case5.24,c,2010/11/9 20:04
Case5.24,d,2010/11/9 20:05
Case5.24,e,2010/11/9 20:06
Case5.24,g,2010/11/9 20:07
Case5.25,a,2010/11/9 20:03
Case5.25,c,2010/11/9 20:04
Case5.25,d,2010/11/9 20:05
Case5.25,e,2010/11/9 20:06
Case5.25,g,2010/11/9 20:07
Case5.26,a,2010/11/9 20:03
Case5.26,c,2010/11/9 20:04
Case5.26,d,2010/11/9 20:05
Case5.26,e,2010/11/9 20:06
Case5.26,g,2010/11/9 20:07
Case5.27,a,2010/11/9 20:03
Case5.27,c,2010/11/9 20:04
Case5.27,d,2010/11/9 20:05
Case5.27,e,2010/11/9 20:06
Case5.27,g,2010/11/9 20:07
Case5.28,a,2010/11/9 20:03
Case5.28,c,2010/11/9 20:04
Case5.28,d,2010/11/9 20:05
Case5.28,e,2010/11/9 20:06
Case5.28,g,2010/11/9 20:07
Case5.29,a,2010/11/9 20:03
Case5.29,c,2010/11/9 20:04
Case5.29,d,2010/11/9 20:05
Case5.29,e,2010/11/9 20:06
Case5.29,g,2010/11/9 20:07
439,a,2010/11/9 20:03
439,c,2010/11/9 20:04
439,d,2010/11/9 20:05
439,e,2010/11/9 20:06
439,h,2010/11/9 20:07
Case20.0,a,2010/11/9 20:03
Case20.0,d,2010/11/9 20:04
Case20.0,b,2010/11/9 20:05
Case20.0,e,2010/11/9 20:06
Case20.0,f,2010/11/9 20:07
Case20.0,b,2010/11/9 20:08
Case20.0,d,2010/11/9 20:09
Case20.0,e,2010/11/9 20:10
Case20.0,f,2010/11/9 20:11
Case20.0,d,2010/11/9 20:12
Case20.0,b,2010/11/9 20:13
Case20.0,e,2010/11/9 20:14
Case20.0,g,2010/11/9 20:15
433,a,2010/11/9 20:03
433,c,2010/11/9 20:04
433,d,2010/11/9 20:05
433,e,2010/11/9 20:06
433,h,2010/11/9 20:07
434,a,2010/11/9 20:03
434,c,2010/11/9 20:04
434,d,2010/11/9 20:05
434,e,2010/11/9 20:06
434,h,2010/11/9 20:07
431,a,2010/11/9 20:03
431,c,2010/11/9 20:04
431,d,2010/11/9 20:05
431,e,2010/11/9 20:06
431,h,2010/11/9 20:07
432,a,2010/11/9 20:03
432,c,2010/11/9 20:04
432,d,2010/11/9 20:05
432,e,2010/11/9 20:06
432,h,2010/11/9 20:07
437,a,2010/11/9 20:03
437,c,2010/11/9 20:04
437,d,2010/11/9 20:05
437,e,2010/11/9 20:06
437,h,2010/11/9 20:07
438,a,2010/11/9 20:03
438,c,2010/11/9 20:04
438,d,2010/11/9 20:05
438,e,2010/11/9 20:06
438,h,2010/11/9 20:07
435,a,2010/11/9 20:03
435,c,2010/11/9 20:04
435,d,2010/11/9 20:05
